,random_BA_seeding method,random_BA_7th_graders_num_nodes:29,random_BA_aves-weaver-social_num_nodes:445,random_BA_bt.csv_num_nodes:692,random_BA_contacts-prox-high-school-2013_num_nodes:327,random_BA_contacts-prox-high-school-2013-attr_num_nodes:327,random_BA_email_company_num_nodes:167,random_BA_fb-messages_num_nodes:1899,random_BA_fb_friends.csv_num_nodes:800,random_BA_high_tech_company_num_nodes:21,random_BA_inf-euroroad_num_nodes:1174,random_BA_infect-dublin_num_nodes:410,random_BA_infect-hyper_num_nodes:113,random_BA_Karate_num_nodes:34,random_BA_kidnappings_num_nodes:351,random_BA_KKI_num_nodes:2238,random_BA_law_firm_num_nodes:71,random_BA_moreno_taro_num_nodes:22,random_BA_physician_trust_num_nodes:241,random_BA_primary-school-proximity_num_nodes:242,random_BA_soc-firm-hi-tech_num_nodes:33,random_BA_swingers_num_nodes:96,random_BA_uni_email_num_nodes:1133,random_BA_webkb-wisc_num_nodes:265,random_poisson_seeding method,random_poisson_7th_graders_num_nodes:29,random_poisson_aves-weaver-social_num_nodes:444,random_poisson_bt.csv_num_nodes:692,random_poisson_contacts-prox-high-school-2013_num_nodes:327,random_poisson_contacts-prox-high-school-2013-attr_num_nodes:327,random_poisson_email_company_num_nodes:167,random_poisson_fb-messages_num_nodes:1899,random_poisson_fb_friends.csv_num_nodes:800,random_poisson_high_tech_company_num_nodes:21,random_poisson_inf-euroroad_num_nodes:1020,random_poisson_infect-dublin_num_nodes:410,random_poisson_infect-hyper_num_nodes:113,random_poisson_Karate_num_nodes:34,random_poisson_kidnappings_num_nodes:315,random_poisson_KKI_num_nodes:2169,random_poisson_kor.2015.mers.1.00_num_nodes:147,random_poisson_law_firm_num_nodes:71,random_poisson_moreno_taro_num_nodes:22,random_poisson_physician_trust_num_nodes:241,random_poisson_primary-school-proximity_num_nodes:242,random_poisson_sgp.2003.sars.1.00_num_nodes:143,random_poisson_soc-firm-hi-tech_num_nodes:33,random_poisson_soc-hamsterster_num_nodes:2426,random_poisson_swingers_num_nodes:95,random_poisson_uni_email_num_nodes:1133,random_poisson_usa.2009.flu.1.00_num_nodes:233,random_poisson_usa.2020.covid.6.00_num_nodes:78,random_poisson_webkb-wisc_num_nodes:259
10,friend,0.0,0.0015919746110664432,0.0013875482714562405,0.0009089825020868348,0.001142071081117934,0.00023513920240782543,0.0013799899750201313,0.0012757679599543494,0.0,0.0012070851391936383,0.0013536875294356532,0.0011453682709614082,0.0,0.00142733696255614,0.0014566434508534987,0.0,0.0,0.0020695106469616037,0.0005987774329122942,0.0,0.0016835595258546641,0.001289880393318169,0.00131200199062371,friend,0.0,0.0,0.0007491482501742659,0.00012182939012207305,0.00023878560463926318,0.0002993527508090615,5.756080339531992e-05,4.820856955532415e-05,0.0,0.0,0.00013687754934435653,0.00028712255347657556,0.0,0.0,0.0,0.0,0.00029398794649419373,0.0,0.0002748763056624519,0.000751718590281754,0.0,0.0,1.3079304181017571e-05,0.0,7.700748897830314e-05,0.0,0.0,0.0
11,friend,0.0,0.0012238304822573282,0.0014178675128885077,0.0012172265683885585,0.0018833626007881497,0.0013680826321909843,0.00129057034626455,0.0014171008060915302,0.0,0.0015813514303695438,0.001588702725518232,0.0012038054276431126,0.0,0.0018690551093674822,0.0018916634249607218,0.001102681721947777,0.0,0.000984454717478263,0.001404726804638125,0.0,0.0010994674454561071,0.0011751748732085879,0.0015382092303864185,friend,0.0,0.00011917530687641521,0.0007462332764381793,0.00014619526814648766,0.0003070100631076241,0.0001941747572815534,1.5349547572085312e-05,3.8566855644259326e-05,0.0,0.0,2.7375509868871307e-05,0.0005144279083121979,0.0,0.0,0.0,0.0,0.0,0.0,0.00013743815283122595,0.00048650946146739683,0.0,0.0,1.3079304181017571e-05,0.0,3.850374448915157e-05,0.0,0.0,0.0
12,friend,0.0,0.0006360244720174107,0.0013506828301692792,0.0020024614526170373,0.000765398560960304,0.0035313632943429784,0.0019124484261345926,0.0011231180796580018,0.0,0.0015272180977129667,0.0008554553137405864,0.0002220611953904771,0.0,0.0007933225733260169,0.0009967617231193544,0.0011467889908256881,0.0,0.0007209753527030587,0.0012682965034682351,0.0,6.87167153410067e-05,0.0016661912539007162,0.001645657669273705,friend,0.0,0.00011917530687641521,0.0007789029820841314,0.00029726371189785824,0.00019005384859043396,0.00031553398058252425,1.5349547572085312e-05,8.677542519958348e-05,0.0,0.0,0.00010950203947548523,0.00039479351103029143,0.0,0.0,0.0,0.0,0.0004409819197412906,0.0,0.0,0.0005743270537900317,0.0,0.0,8.719536120678382e-06,0.0,5.775561673372735e-05,0.0,0.0,0.0
13,friend,0.0,0.0014909454530564574,0.0009746454851327188,0.0005174900383167624,0.0008173793687420569,8.550516451193652e-05,0.000943112355845714,0.0017944653589161612,0.0,0.0016213976224261773,0.0017654341529723312,0.0014726163483789532,0.0,0.0014973360131437297,0.001208959981721178,0.0024258997882851095,0.0,0.0010874511964358428,0.001088915922300417,0.0,0.00010307507301151004,0.0012625187915572093,0.0017172899618652295,friend,0.0,0.0,0.0007036086604859691,0.0003070100631076241,0.00025340513145391194,0.000598705501618123,1.9186934465106642e-05,4.820856955532415e-05,0.0,0.0,2.7375509868871307e-05,0.0003110494329329569,0.0,0.0,0.0,0.0,0.0008084668528590327,0.0,0.0,0.000711322497813342,0.0,0.0,1.7439072241356764e-05,0.0,3.850374448915157e-05,0.0,0.0,0.0
14,friend,0.0,0.0011890060376402497,0.0010481794895155227,0.0019709620589803646,0.0019639705201018823,0.00018811136192626034,0.0017947530087951847,0.0014301088913319519,0.0,0.001327503307467049,0.0006133896617755304,0.00043243495944461326,0.0,0.000609072198790867,0.001334971865602049,0.0007057163020465773,0.0,0.0018898656255239646,0.0013895678822859149,0.0,0.0,0.0011229627777270686,0.0015023930840906564,friend,0.0,0.0,0.0007682330782199652,0.0003362491167369216,0.0003362491167369216,0.0003802588996763754,4.221125582323461e-05,4.820856955532415e-05,0.0,0.0,0.00016425305921322785,0.0005024644685840073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005005602762390184,0.0,0.0,2.1798840301695953e-05,0.0,1.9251872244575784e-05,0.0,0.0,0.0
15,friend,0.0,0.002015990925744717,0.001493321079634718,0.002281456081970422,0.0026043138043698533,0.0009106300020521239,0.0018126737921886334,0.0016569698979249047,0.0,0.0014535778390653228,0.0013734288059065898,0.0022439868165774527,0.0,0.0013838892759845327,0.001198227550318298,0.002602328863796754,0.0,0.0006131883398404752,0.0018455987963815652,0.0,0.0,0.0011547780428049635,0.00038455230759660463,friend,0.0,0.00011917530687641521,0.0008549672967446563,0.00018518067298555103,0.00034599546794668746,0.0004207119741100324,1.5349547572085312e-05,9.641713911064832e-06,0.0,0.0,0.00010950203947548523,0.0005742451069531511,0.0,0.0,0.0,0.0,0.0008819638394825813,0.0,0.00041231445849367786,0.0006832208682700988,0.0,0.0,1.3079304181017571e-05,0.0,3.850374448915157e-05,0.0,0.0,0.0
16,friend,0.0,0.0014369866982102148,0.0017527573159812771,0.0006884867466301274,0.0011518645666420322,0.0014108352144469526,0.0013064938439045874,0.0017893922056723968,0.0,0.0012477550367119487,0.0013452269823766806,0.002068675346532339,0.0,0.0006774620758017305,0.001351227747341079,0.0,0.0,0.0015641093199837122,0.002267522135184743,0.0,0.0009276756571035905,0.0011512008983323187,0.0006239549696788046,friend,0.0,0.0,0.0007831929434315796,0.00020954655100996564,0.00025827830705879486,0.00063915857605178,3.8373868930213285e-05,4.820856955532415e-05,0.0,0.0,5.4751019737742614e-05,0.00013159783701009714,0.0,0.0,0.0,0.0,0.00036748493311774215,0.0,0.00013743815283122595,0.0005708143500971263,0.0,0.0,4.359768060339191e-06,0.0,1.9251872244575784e-05,0.0,0.0,0.0
17,friend,0.0,0.0009004606393844569,0.0014778661416319065,0.0014332224104685984,0.0025297326453786427,0.002453998221492578,0.001641455101267792,0.0015063362708408225,0.0,0.0012540781196682593,0.0018411090461109216,0.0010051190949253172,0.0,0.0020243403595215604,0.001674720105303491,0.002161256175017643,0.0,0.0006227694076504826,0.0011204970105341877,0.0,0.00017179178835251675,0.0013195398958330792,0.0020735663644914954,friend,0.0,0.0,0.0008051927452133657,0.00034112229234180454,0.00012670256572695597,0.000744336569579288,1.5349547572085312e-05,4.820856955532415e-05,0.0,0.0,5.4751019737742614e-05,0.0003230128726611475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043733160976672133,0.0,0.0,1.7439072241356764e-05,0.0,7.700748897830314e-05,0.0,0.0,0.0
18,friend,0.0,0.001426271484481883,0.0008580443764427172,0.00047474086123842115,0.0009657883416841631,0.0017314795813667145,0.0015221110515483863,0.0010758336898090692,0.0,0.0015348316057624018,0.0009856537323703351,0.001495991211051635,0.0,0.0008971142690248569,0.0019711463111959184,0.000529287226534933,0.0,0.0029605499532922943,0.0010030153623045604,0.0,0.00030922521903453015,0.0016080804234941068,0.0010688292078787982,friend,0.0,0.00011917530687641521,0.0008223525906031587,0.0003313759411320387,0.00025340513145391194,0.0002831715210355987,3.453648203719195e-05,3.8566855644259326e-05,0.0,0.0,8.212652960661393e-05,0.0005263913480403886,0.0,0.0,0.0,0.0,0.00033073643980596794,0.0,0.0,0.0006182358499513491,0.0,0.0,1.7439072241356764e-05,0.0,0.0,0.0,0.0,0.0
19,friend,0.0,0.0008713764878361276,0.002638364639180601,0.001214226626137447,0.0009341478499909222,0.0016545249333059717,0.0011123586648255311,0.0012572314384867486,0.0,0.0017935403298489992,0.0012681419980615947,0.00023374862672681797,0.0,0.0005455098425101821,0.0014314485466144196,0.0009703599153140438,0.0,0.001932980430668998,0.0016662182152137471,0.0,0.00044665864971654354,0.001276400954874891,0.0010575188458906628,friend,0.0,0.0,0.0008320875028915989,0.00027777100947832655,0.0003070100631076241,0.0003559870550161812,1.9186934465106642e-05,5.785028346638898e-05,0.0,0.0,0.00010950203947548523,0.0005742451069531511,0.0,0.0,0.0,0.0,0.001175951785976775,0.0,0.00013743815283122595,0.0005075856836248292,0.0,0.0,1.7439072241356764e-05,0.0,1.9251872244575784e-05,0.0,0.0,0.0
20,pair,0.0,0.0005966077929453329,0.0009349253100745376,0.0004717409189873095,0.0010079756639418177,0.0004275258225596826,0.0007457097965815264,0.0010252322382238292,0.0,0.0006580737833237763,0.0010392371970771631,0.00030387321474486335,0.0,0.0017177927931552193,0.0008568073304418206,0.0007057163020465773,0.0,0.0006826510814630291,0.001330195436406426,0.0,0.0015461260951726507,0.0006880436030695311,0.0006616561763059227,pair,0.0,0.0,0.0007859429186543029,0.0003606149947613362,0.0003070100631076241,0.0005825242718446602,4.221125582323461e-05,7.713371128851865e-05,0.0,0.0,5.4751019737742614e-05,0.0003708666315739101,0.0,0.0,0.0,0.0,0.0002572394531824195,0.0,0.00013743815283122595,0.0008149472567540511,0.0,0.0,2.1798840301695953e-05,0.0,7.700748897830314e-05,0.0,0.0,0.0
21,pair,0.0,0.0010030205422127758,0.0014040860395102045,0.0004274917707834124,0.0007751920464844023,0.0014108352144469526,0.001296711626399103,0.001342304315959106,0.0,0.0011478331203343337,0.0007619192656997202,0.00025712348939949976,0.0,0.001106306833999263,0.0009871719671806047,0.000529287226534933,0.0,0.0008551103020431627,0.000803422884667129,0.0,0.0012025425184676172,0.0009017720628854418,0.00041659833322965504,pair,0.0,0.0,0.0007587181639493428,0.00021441972661484857,0.00025827830705879486,0.0004692556634304207,4.9886029609277266e-05,7.713371128851865e-05,0.0,0.0,0.00016425305921322785,0.0002751591137483849,0.0,0.0,6.962818548948615e-05,0.0,0.0002572394531824195,0.0,0.0002748763056624519,0.0009220847193876655,0.0,0.0,1.7439072241356764e-05,0.0,1.9251872244575784e-05,0.0,0.0,0.0
22,pair,0.0,0.0006260746306982454,0.0015046415756240386,0.0006854868043790157,0.0007186911684607579,0.0012740269512278542,0.0009606247167160212,0.0009807445867015872,0.0,0.0008132689078568951,0.0024436880088666534,0.0006544961548350903,0.0,0.0005559694707589024,0.0007205051402695313,0.000529287226534933,0.0,0.0014371601715011137,0.0016485328058028356,0.0,0.000687167153410067,0.0015158090478586633,0.0010424383632398155,pair,0.0,0.00011917530687641521,0.0007586081649404338,0.00043371262883458005,0.0003557418191564533,0.000784789644012945,5.372341650229859e-05,0.0001253422808438428,0.0,0.0,0.00016425305921322785,0.0004187203904866727,0.0,0.0,6.962818548948615e-05,0.0,0.00040423342642951636,0.0,0.0,0.0007306423681243216,0.0,0.0,1.7439072241356764e-05,0.0008163265306122449,9.625936122287892e-05,0.0,0.0,0.0
23,pair,0.0,0.00111667834497401,0.0014259887382721507,0.001905713315018686,0.0013673212481721967,0.0015091661536356796,0.0011044890601113432,0.0008243223616855174,0.0,0.001353870993536562,0.0008864773196234868,0.0005726841354807041,0.0,0.0005817162479865215,0.0010542535553950089,0.00017642907551164433,0.0,0.0011425423363433855,0.001216503518764851,0.0,0.0004810170073870469,0.0018409027802964533,0.0010462084839025273,pair,0.0,0.00011917530687641521,0.0007834129414493975,0.0004239662776248142,0.000375234521575985,0.0008252427184466019,3.8373868930213285e-05,8.677542519958348e-05,0.0,0.0,0.0003285061184264557,0.0005144279083121979,0.0,0.0,0.0,0.0,0.00047773041305306484,0.0,0.00013743815283122595,0.0007938710345966187,0.0,0.0,2.1798840301695953e-05,0.0008163265306122449,1.9251872244575784e-05,0.0,0.0,0.001038961038961039
24,pair,0.0,0.0012938620576960684,0.001253277345113343,0.0006344877861101174,0.0013002735395841384,0.0005130309870716191,0.0012381826865279484,0.0007309893500854924,0.0,0.0008719187283394083,0.0010951708137448167,0.0008765573502255674,0.0,0.0004698786844040506,0.000929069877708848,0.00039696541990119974,0.0,0.0014419507054061174,0.002230888072833569,0.0,0.000996392372444597,0.0012850476948253241,0.0005900238837143983,pair,0.0,0.0,0.0007583881669226161,0.0005214297897224726,0.0002875173606880924,0.0007200647249190938,3.453648203719195e-05,3.8566855644259326e-05,0.0,0.0,0.00021900407895097046,0.0005144279083121979,0.0,0.0,0.0,0.0,0.00033073643980596794,0.0,0.0,0.000416255387609289,0.0,0.0,1.7439072241356764e-05,0.0008163265306122449,0.0,0.0,0.0,0.0005194805194805195
25,pair,0.0,0.0016597100692776836,0.0011406138002457138,0.0013289744172424681,0.0005755556108008585,0.0014108352144469526,0.0009661683053532941,0.0006835098389579535,0.0,0.0009071903475514808,0.0009066886264865886,0.0006077464294897267,0.0,0.0005141309577640211,0.0009087476903672182,0.0002205363443895554,0.0,0.002033581642674076,0.0023395270163577403,0.0,0.0017866345988661742,0.0007362995189024961,0.0010933349921864249,pair,0.0,0.0,0.0008351124756365945,0.0002923905362929753,0.00034112229234180454,0.0007524271844660195,4.604864271625594e-05,7.713371128851865e-05,0.0,0.0,0.00010950203947548523,0.0007297698234196296,0.0,0.0,0.0,0.0,0.00040423342642951636,0.0,0.0,0.0007323987199707743,0.0,0.0,3.487814448271353e-05,0.0,5.775561673372735e-05,0.0,0.0,0.0
26,pair,0.0,0.0012965408611281513,0.0012047468710026036,0.0010087305819362978,0.0007691652861618803,0.0013424310828374034,0.0010739918514626255,0.0009026960752590576,0.0,0.0007880195902014237,0.0017546234539525325,0.0011336808396250671,0.0,0.0007048180266060759,0.0008694795079323114,0.0002646436132674665,0.0,0.0012407482813959615,0.0018708636669685819,0.0,0.0009276756571035905,0.0011319174837579281,0.0004147132728982991,pair,0.0,0.0,0.0007272034478969344,0.0004190931020199313,0.0002436587802441461,0.0008656957928802589,2.302432135812797e-05,0.00013498399475490763,0.0,0.0,0.00027375509868871306,0.0007776235823323922,0.0,0.0,0.0,0.0,0.00047773041305306484,0.0,0.00013743815283122595,0.0008008964419824294,0.0,0.0,3.051837642237433e-05,0.0016326530612244899,7.700748897830314e-05,0.0,0.0,0.0
27,pair,0.0,0.001184031116980667,0.0014135854122316778,0.0013822233921997001,0.0006094561376150452,0.0017827826800738765,0.0010332541951605088,0.0012991174729609061,0.0,0.0009192128080024249,0.0016714280745392996,0.0003856852340992497,0.0,0.0011328581980152453,0.0011586947155279386,0.0005733944954128441,0.0,0.0010227789887182926,0.0015752646811004873,0.0,0.0008246005840920804,0.0008348723543374334,0.000912369200376258,pair,0.0,0.00011917530687641521,0.000807722722418271,0.0003362491167369216,0.0003313759411320387,0.00042880258899676373,4.221125582323461e-05,7.713371128851865e-05,0.0,0.0,0.00016425305921322785,0.0007895870220605829,0.0,0.0,6.962818548948615e-05,0.0,0.00040423342642951636,0.0,0.00041231445849367786,0.0007060534422739838,0.0,0.0,3.487814448271353e-05,0.0016326530612244899,1.9251872244575784e-05,0.0,0.0,0.0
28,pair,0.0,0.0008223926536494679,0.001244171728774107,0.0011242283586040968,0.0022653085362279862,0.0015519187358916478,0.0014420452947252387,0.0008541108768860829,0.0,0.0009361173767223573,0.0008310137333479982,0.0013206797410065215,0.0,0.0015456112204455157,0.001036375510394911,0.0003087508821453776,0.0,0.0005988167381254641,0.000818581807019339,0.0,0.0008589589417625838,0.0010350739963130775,0.0020697962438287836,pair,0.0,0.00011917530687641521,0.0008393474374795883,0.00036548817036621915,0.00032162958992227285,0.0005097087378640777,3.453648203719195e-05,6.749199737745381e-05,0.0,0.0,0.00016425305921322785,0.00034693975211752884,0.0,0.0011363636363636363,0.0,0.0,0.000514478906364839,0.0,0.0,0.0007815765716714498,0.0,0.0,2.6158608362035142e-05,0.0,3.850374448915157e-05,0.0,0.0,0.0
